community_id,tbrc_id,community_name,description
289,G3222,Tuwa ,"<p>
	Tuwa, a Geluk monastery in Amdo that was founded in 1640, was&nbsp;historically a retreat center and later became a small printing house under the leadership of <a href=""/biographies/view/Tseten-Zhabdrung-Jigme-Rigpai-Lodro/TBRC_P1646"">Tseten Zhabdrung Jigme Rigpai Lodro</a>.&nbsp;It is one of the Six Garwaka<span style=""color: rgb(51, 51, 51); font-family: Georgia, Times, Palatino; font-size: 14px; line-height: 19.600000381469727px;"">&nbsp;</span>monasteries under the tutelage of Tsetan Zhabdrung.&nbsp;</p>
"
290,G314,Dentik ,"<p>
	Dentik is a Geluk monastery in Amdo. It was first founded in the tenth century and converted to Geluk in the early seventeenth century. Revered as a foremost power-place associated with the Buddha-mind through Kham and Amdo, Dentik is also closely associated with the second propagation of Buddhism in Tibet. It was at Dentik that the three Tibetan hermits <a href=""/biographies/view/Mar-Śākyamuni/TBRC_P4643"">Mar Śākyamuni</a>, <a href=""/biographies/view/Tsang-Rabsel/TBRC_P4642"">Tsang Rabsel</a> and <a href=""/biographies/view/Yo-Gejung/TBRC_P4339"">Yo Gejung</a> accepted <a href=""/biographies/view/Gongpa-Rabsel/TBRC_P1523"">Gongpa Rabsel</a>, who became one of the most important figures of the revival, as their student. Legend has it that the ten men of Utsang who were to bring Buddhism back to central Tibet were ordained here by Gongpa Rabsel. Lhalung <a href=""/biographies/view/Pelgyi-Dorje/TBRC_P6986"">Pelgyi Dorje</a> is said to have stayed at Dentik toward the end of his life.&nbsp;</p>
<p>
	&nbsp;</p>
"
291,G4593,Neuzur,"<p>
	Neuzur is a Kadampa monastery in central Tibet that was founded in the twelfth century by <a href=""/biographies/view/Neuzurpa-Yeshe-Bar/TBRC_P1316"">Neuzurpa Yeshe Bar</a>.</p>
"
292,G439,Tolung Takma,"<p>
	<span style=""font-family: arial; font-size: small;"">Tolung Takma is a Kadampa monastery in central Tibet that was in existence by at least the twelfth century when <a href=""/biographies/view/Duldzinpa-Takmapa-Kawa-Darseng/TBRC_P136"">Duldzinpa Takmapa Kawa Darseng</a> settled there.</span></p>
"
293,G4188,Lhodrak Drowa Gon,"<p>
	Drowa Gon, a Kadam monastery, was located in Lhodrak. It was in existence by the twelfth century, when <a href=""/biographies/view/Shupu-Namkha-Sengge/TBRC_P1318"">Shupu Namkha Sengge</a> served as its abbot. It was one of the early seats of the Shupu lineage of the Kadam teachings.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
"
294,G156,Purbuchok,"<p>
	Purbuchok&nbsp;is one of the largest hermitages above <a href=""/geographies/view/Sera-Monastery/TBRC_g154"">Sera Monastery</a>. Said to be built on the site of a <a href=""/biographies/view/Padmasambhava/TBRC_p4956"">Padmasambhava</a> meditation cave, it was first developed by the Tselpa Kagyu founder <a href=""/biographies/view/Lama-Zhang-Yudrakpa/TBRC_p1857"">Lama Zhang Yudrakpa</a> in the twelfth century, and converted to the Geluk tradition by the <a href=""/biographies/view/First-Purchok,-Ngawang-Jampa/TBRC_p108"">First Purchok, Ngawang Jampa</a> in the eighteenth century.</p>
"
295,G223,Ngulchu Hermitage,"<p>
	Ngulchu is a Geluk hermitage -- orginally a Kadam hermitage -- in western Tsang. <a href=""/biographies/view/Gyelse-Tokme-Zangpo/TBRC_p1830"">Gyelse Tokme Zangpo</a> resided there in retreat for twenty years in the mid-fourteenth century.</p>
"
296,G1846,Sekya Tashi Gepel Ling,"<p>
	Sekya Tashi Gepel Ling is a Geluk monastery in Amdo that was founded in the early nineteenth century.</p>
"
297,NULL,Sang Ngak Tekchen Choling,"<p>
	Sang Ngak Tekchen Choling is a Bon monastery in southern Tibet that was founded by Lama Jowo Yungdrung Kyi.&nbsp;</p>
"
298,G308,Dakpo Dratsang ,"<p>
	Dakpo Dratsang was founded by the <a href=""/biographies/view/Seventh-Ganden-Tripa,-Lodro-Tenpa/TBRC_P4636"">Seventh Ganden Tripa, Lodro Tenpa</a>, in the mid-fifteenth century. It became one of the largest monasteries in southern Tibet.</p>
"
305,G4607,Rato,"<p>
	Rato is a Geluk monastery in Chushur that was founded by the Kadam master <a href=""/biographies/view/Gyachang-Ruba/TBRC_P6472"">Gyachang Ruba</a> in 1205, apparently originally under the name Rawa. In the fifteenth century <a href=""/biographies/view/Kunkhyen-Yonten-Gyatso/TBRC_P426"">Kunkhyen Yonten Gyatso</a> taught there, strongly advocating&nbsp;the teachings of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>, and the community split into Rawa To (Upper Rawa), which followed the Geluk tradition, and Rawa Me (Lower Rawa), which followed Sakya.</p>
"
306,G2440,Nyetang Longdol Hermitage ,"<p>
	Nyetang Longdol Hermitage in Nyetang that was originally established by <a href=""/biographies/view/Tsangpa-Gyare/TBRC_p909"">Tsangpa Gyare</a> in the twelfth century. It was converted to the Geluk tradition from Drukpa Kagyu around the eighteenth century when <a href=""/biographies/view/Longdol-Ngawang-Lobzang/TBRC_p22"">Longdol Ngawang Lobzang</a> resided there for an extensive period of time.</p>
"
307,G4711,Cheri Monastery,"<p>
	Cheri Monastery, also known as Chakri Dorjeden, is a hermitage and monastery in the Upper Thimphu valley in Bhutan. It was built in 1619 by <a href=""/biographies/view/Zhabdrung-Ngawang-Namgyel/TBRC_P509"">Zhabdrung Ngawang Namgyel</a> as his first monastery in Bhutan, where he established the first monastic body.</p>
"
308,G218,Tango,"<p>
	In the thirteenth&nbsp;century, <a href=""http://www.treasuryoflives.org/biographies/view/Phajo-Drugom-Zhigpo-Phajo-Drugom-Zhigpo/P7852"">Phajo Drugom Zhigpo</a> established a meditation hermitage near the present Tango Shedra in Bhutan, formerly known as Tango Choying Dzong. By the late sixteenth&nbsp;century, <a href=""http://www.treasuryoflives.org/biographies/view/tshe-dbang-bstan-'dzin/P7854"">Mipam Tsewang Tendzin</a>, who was the grandson of <a href=""http://www.treasuryoflives.org/biographies/view/Drukpa-Kunle/P816"">Drukpa Kunle</a>&nbsp;and also considered a reincarnation of Phajo Drugom Zhigpo, controlled the site.&nbsp; In 1616, the Drukpa Kagyu master <a href=""http://www.treasuryoflives.org/biographies/view/Zhabdrung-Ngawang-Namgyel/P509"">Zhabdrung Ngawang Namgyel</a> arrived in Bhutan, having left <a href=""http://www.treasuryoflives.org/institution/Ralung-Monastery"">Ralung Monastery</a> in Tibet. Mipham Tshewang Tenzin offered him Tango Choying Dzong as a place to stay, in part because Mipham Tshewang Tenzin had received his ordination vows from the Zhabdrung&rsquo;s grandfather, Mipham Chogyal.</p>
<p>
	Mipham Tshewang Tenzin also gave the Zhabdrung a consort named Damcho Tenzin, in the hopes he would produce an heir. However, it was not to be and Zhabdrung returned her to Mipham Tshewang Tenzin. The two went on to have a son, <a href=""http://www.treasuryoflives.org/biographies/view/Tendzin-Rabgye/7622"">Tendzin Rabgye</a>, who would later serve as the Fourth&nbsp;Druk Desi, and who would renovate and expand Tango as well as Paro Taktsang. Tango was completed in 1688, and Second&nbsp;Je Khenpo <a href=""http://www.treasuryoflives.org/biographies/view/Je-Khenpo-02-Sonam-Ozer/7601"">Sonam Ozer</a> assisted with the consecration ceremony.&nbsp; Later, the Thirteenth&nbsp;Je Khenpo <a href=""http://www.treasuryoflives.org/biographies/view/Je-Khenpo-13-Yonten-Taye/8028"">Yonten Taye</a> performed additional ceremonies at the site in 1780. In 1987, the Tango monastic institute became a shedra.&nbsp;Today it functions as both a center of learning and meditation.</p>
"
309,G00JR2680,Bangri Jokpo ,"<p>
	Bangri Jokpo was a Nyingma monastic community in Kongpo established in the early seventeenth century by <a href=""/biographies/view/Jatson-Nyingpo/TBRC_P882"">Jatson Nyingpo</a>.</p>
"
310,G2360,Dar Chode,"<p>
	Dar Chode in Tsang was a Geluk institution that was in existence at least by the first half of the fifteenth century when the <a href=""/biographies/view/Eleventh-Ganden-Tripa,-Lobzang-Drakpa/TBRC_P390"">Eleventh Ganden Tripa, Lobzang Drakpa</a>, studied here as a novice monk.</p>
"
311,G2359,Ladring Chode,"<p>
	Ladring Chode was apparently a community in southern Tibet, possibly Kadam or Geluk, existing certainly by the middle of the fifteenth century, when the <a href=""/biographies/view/Twelfth-Ganden-Tripa,-Lekpai-Lodro/TBRC_P384"">Twelfth Ganden Tripa, Lekpai Lodro</a>, received his novice vows there.</p>
"
312,G3322,Nyima Tang Monastery ,"<p>
	Nyima Tang is a Geluk monastery in central Tibet that was founded by <a href=""/biographies/view/Nyelgo-Rinchen-Samdrub/TBRC_P1589"">Nyelgo Rinchen Samdrub</a>, a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_p64"">Tsongkhapa</a>. In the fifteenth century is was a teaching college affiliated with <a href=""/geographies/view/Sangpu-Monastery/TBRC_g226"">Sangpu Monastery</a>. It was originally founded in the seventh century and was converted to Kadampa by the eleventh century. It is currently in ruins.&nbsp;</p>
"
314,G402,Khardo Hermitage,"<p>
	Khardo, one of the hermitages above Sera Monastery, was founded in 1706 by the <a href=""/biographies/view/First-Khardo,-Zopa-Gyatso/TBRC_P38"">First Khardo, Zopa Gyatso</a>. It&#39;s one of the ten hermitages belonging to <a href=""/geographies/view/Sera-Je-College/TBRC_G155"">Sera Je College</a>.</p>
"
315,G77,Ganden Jangtse College ,"<p>
	Ganden Jangtse is one of the two teaching colleges of <a href=""/geographies/view/Ganden-Monaster/TBRC_G337"">Ganden Monaster</a>y in central Tibet. It was founded by <a href=""/biographies/view/Namkha-Pelzangpo/TBRC_P3495"">Namkha Pelzangpo</a>, a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>.&nbsp;&nbsp;</p>
"
316,G236,Gyuto Dratsang,"<p>
	Gyuto, the Upper Tantric College, is one of the two main Geluk tantric colleges of central Tibet. It was established in 1474 or 1475 by <a href=""/biographies/view/Kunga-Dondrub/TBRC_P995"">Kunga Dondrub</a>, the disciple of Gyume&#39;s founder <a href=""/biographies/view/Sherab-Sengge/TBRC_P2093"">Sherab Sengge</a>. In 1485 Kunga Dondrub was credited with saving Lhasa from a flood and granted perpetual ownership of&nbsp;<a href=""/geographies/view/Ramoche-Tsuklakhang/TBRC_G4552"">Ramoche Tsuklakhang</a> in Lhasa, said to have been built to house the Buddha statue brought to Tibet by King <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a>&#39;s Chinese queen Wencheng, after which Kunga Dondrub moved Gyuto into the Ramoche complex. The main study at Gyuto is of the tantric systems of the Akṣobhya form of Guhyasamāja, the Luipa tradition of Cakrasaṃvara, and Thirteen-couple Vajrabhairava.</p>
<p>
	&nbsp;</p>
"
317,G405,Takpu Chode,"<p>
	Takpu Chode is an important Geluk monastery in central Tibet that was founded as a Kadam institution by <a href=""/biographies/view/Rinchen-Nyingpo/TBRC_P404"">Rinchen Nyingpo</a>, a student of <a href=""/biographies/view/Atisha/TBRC_P3379"">Atisha</a>, in either the late eleventh or early twelfth century.</p>
"
318,G3011,Meldro Chakar Gon,"<p>
	Meldro Chakar Gon was a Geluk monastery in Meldro Gungkar. It appears to have been abandoned in the sixteenth century when Drigung forces attacked.</p>
"
319,G304,Ganden Shartse College,"<p>
	Ganden Shartse is one of the two teaching colleges of <a href=""/geographies/view/Ganden-Monastery/TBRC_G337"">Ganden Monastery</a>. There are eleven residential houses in the college.</p>
"
321,G2510,Rakadrak Hermitage,"<p>
	Rakhadrak is a hermitage above <a href=""/geographies/view/Sera-Monastery/TBRC_g154"">Sera Monastery</a>. It was established in the seventeenth century either by <a href=""/biographies/view/Drubkhang-Gelek-Gyatso/TBRC_p1005"">Drubkhang Gelek Gyatso</a> or Rakhadrak Azhu Sonam. It is renowned for being the site where <a href=""/biographies/view/Tsongkhapa/TBRC_p64"">Tsongkhapa</a> composed <i>The Essence of Eloquence that Distinguishes Between the Provisional and Definitive Meaning of the Scriptures</i><span style=""font-style: normal"">, and where he received a delegation from China requesting his presence at the Imperial court. </span></p>
"
322,NULL,Sera Utse,"<p>
	Sera Utse, also known as Drubkhang hermitage, is a hermitage located to the north above <a href=""/geographies/view/Sera/TBRC_G154"">Sera Monastery</a>, a major Geluk monastery in central Tibet. It was founded in 1705 by <a href=""/biographies/view/Drubkhang-Gelek-Gyatso-/TBRC_P1005"">Drubkhang Gelek Gyatso</a> in a location where <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a> is said to have engaged in retreat.</p>
"
323,G3487,Drula,"<p>
	Drula was founded by <a href=""/biographies/view/Dawa-Zangpo/TBRC_P7759"">Dawa Zangpo</a> in the fifteenth or sixteenth century. Dawa Zangpo was a disciple of the <a href=""/biographies/view/First-Dalai-Lama-Gendun-Drub/TBRC_P80"">First Dalai Lama, Gendun Drub</a>. It is affiliated with <a href=""/geographies/view/Sera-Me-College/TBRC_G237"">Sera Me College</a>.</p>
"
324,G2365,Taktse Rinchen Gang,"<p>
	Taktse Rinchen Gang is the monastery founded in 1119 by the famous Kadampa master&nbsp;<a href=""http://www.treasuryoflives.org/biographies/view/Gyergom-Zhonnu-Dragpa/TBRC_P3476"">Gyergom Zhonnu Drakpa</a>&nbsp;(1090-1171). It seems that it was still a Kadampa monastery in 1346, the year that&nbsp;<a href=""http://www.treasuryoflives.org/biographies/view/Drubchen-Namkha-Gyeltsen/TBRC_P1317"">Drubchen Namkha Gyeltsen</a>&nbsp;took ordination there. It later became a Geluk monastery.&nbsp;<a href=""http://www.treasuryoflives.org/biographies/view/Sera-Jetsun-Chokyi-Gyaltsen/TBRC_P477"">Sera Jetsun Chokyi Gyeltsen</a>&nbsp;(1469-1544/1546) became abbot of Rinchen Gang in 1522. The twenty-fourth&nbsp; <a href=""http://www.treasuryoflives.org/biographies/view/Ganden-Tripa-Jampa-Gyatso/TBRC_P4434"">Ganden Tripa Jampa Gyatso</a>&nbsp;(1516-1590) studied there as a child and later became its abbot, but was forced to flee when the monastery was attacked by the Pakmodrupa army.</p>
"
325,G4164,Kyormolung ,"<p>
	Kyormolung Monastery, in Tolung, was founded in the twelfth century by the Kadam master <a href=""/biographies/view/Balti-Wangchuk-Tsultrim/TBRC_P1320"">Balti Wangchuk Tsultrim</a>, and converted to the Geluk tradition in the fourteenth century.</p>
"
326,G3012,Drakwar Monastery,"<p>
	Drakwar is a Geluk monastery in central Tibet. Originally a Kagyu monastery that was founded by Tromzher Ozer Sengge, it was converted in the sixteenth century by Khedrub Tendar.</p>
"
327,G74,Reting Monastery,"<p>
	Reting, in Jang, was founded in 1057 by <a href=""/biographies/view/Dromtonpa/TBRC_p2557"">Dromtonpa</a>&nbsp;as the seat of the Kadampa school.&nbsp;The <a href=""/biographies/view/Seventh-Dalai-Lama/TBRC_p179"">Seventh Dalai Lama</a> gave Reting to Trichen <a href=""/biographies/view/Ngawang-Chokden/TBRC_p2759"">Ngawang Chokden</a>, the Fifty-first Ganden Tripa, upon his retirement. &nbsp;Reting became the seat of the Reting incarnation line, which began in the eighteenth century when the&nbsp;<a href=""/biographies/view/Second-Reting,-Lobzang-Yeshe-Tenpa-Rabgye/TBRC_P304"">Second Reting, Lobzang Yeshe Tenpa Rabgye</a>&nbsp;was recognized as the reincarnation of Ngawang Chokden. The Reting tulkus were one of only a few high-ranking incarnation lines empowered to become regent of Tibet during the absence or minority of the Dalai Lamas.</p>
"
331,G194,Nenang,"<p>
	Nenang is a Karma Kagyu monastery in central Tibet that was founded by the <a href=""/biographies/view/First-Zhamarpa,-Drakpa-Sengge/TBRC_p70"">First Zhamarpa, Drakpa Sengge</a> in 1333. The monastery was given to the <a href=""/biographies/view/Fifth-Pawo/TBRC_P942"">Fifth Pawo</a> by the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_p37"">Fifth Dalai Lama</a> after its confiscation from the Zhamar line in 1673 or 1674, and since then monastery has been the seat of the <a href=""/incarnation/view/Pawo/TBRC_R8LS12784"">Pawo</a> incarnation lineage.&nbsp;</p>
"
333,G247,Ngamring Chode ,"<p>
	Ngamring is a Geluk monastery that served as the seat of the Lato Jang rulers. It was originally founded as a Sakya monastery in the early thirteenth century, and was converted to Geluk in the seventeenth century. <a href=""/biographies/view/Khedruje-Gelek-Pelzang/TBRC_p55"">Khedrubje Gelek Pelzang</a> studied at Ngamring Chode with <a href=""/biographies/view/Bodong-Panchen-Jikdrel-Chokle-Namgyel/TBRC_P2627"">Bodong Panchen Jikdrel Chokle Namgyel</a>.</p>
"
334,G399,Riwo Dechen,"<p>
	Riwo Dechen is a Geluk monastery in Chonggye that was founded in the fifteenth century by Lowo Pelzang, a student of <a href=""/biographies/view/Khedrubje-Gelek-Pelzang/TBRC_P55"">Khedrubje Gelek Pelzang</a>.</p>
"
335,G3036,Rinchen Drak,"<p>
	Rinchen Drak, a Geluk monastery in Penyul, was founded by a <a href=""/biographies/view/Śākya-Gyeltsen/TBRC_P1593"">Śākya Gyeltsen</a>,&nbsp;a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>. &nbsp;</p>
"
338,NULL,Tetung Monastery,"<p>
	Tetung was established as a Geluk monastery in 1619 on the site of former Kagyu and Sakya institutions. It was one of the two most influential monasteries in the northern part of Amdo located within the Pari region of Gansu province. The First Tukwan, <a href=""/biographies/view/Lobzang-Rabten/TBRC_P3548"">Lobzang Rabten</a>, served as abbot of Tetung Monastery.</p>
"
339,G474,Tangring Monastery,"<p>
	Tangring is a Geluk monastery in Amdo that was founded in 1619 by the <a href=""/biographies/view/37th-Ganden-Tripa-Tangringpa-Gedun-Rinchen-Gyaltsen/TBRC_P165"">Thirty-seventh Ganden Tripa, Tangringpa Gedun Rinchen Gyaltsen</a>. The monastery includes an institute for philosophical studies as well as a tantric college, which was founded in 1732. The temple was rebuilt in 1986.</p>
"
340,G164,Amdo Chubzang Monastery,"<p>
	Chubzang Monastery is an important Geluk monastery in Amdo that was founded in 1649 by <a href=""/biographies/view/Chubzang-Namgyel-Peljor/TBRC_P3606"">Chubzang Namgyel Peljor</a>. It was destroyed in 1724, rebuilt in 1765, and refurbished in 1887. At one time it was the wealthiest monastery in the Tsongkha region of Amdo.</p>
"
