TOL ID,TBRC RID,Primary title,Primary name,Wylie title,Wylie name,Wylie script,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,HAR URL,Name display phonetic,Name display Wylie,Ordinal,Wikidata ID
5234,P2JM5,,Ma Rinchen Chok,,rma rin chen mchog,རྨ་རིན་ཆེན་མཆོག།,NULL,0,,30,NULL,0,,32,M,,Ma Rinchen Chok,rma rin chen mchog,NULL,NULL
5281,P2JM8,,Sokpo Pelgyi Yeshe,,sog po dpal gyi ye shes,སོག་པོ་དཔལ་གྱི་ཡེ་ཤེས།,NULL,0,,30,NULL,0,,32,M,,Sokpo Pelgyi Yeshe,sog po dpal gyi ye shes,NULL,NULL
5306,P300,,Doring Tenzin Peljor,,rdo ring bstan 'dzin dpal 'byor,རྡོ་རིང་བསྟན་འཛིན་དཔལ་འབྱོར།,1760,0,,NULL,NULL,0,,NULL,M,,Doring Tenzin Peljor,rdo ring bstan 'dzin dpal 'byor,NULL,NULL
5312,P3005,,Yutok Yonten Gonpo,,g.yu thog yon tan mgon po,གཡུ་ཐོག་ཡོན་ཏན་མགོན་པོ།,1126,0,,NULL,1202,0,,NULL,M,,Yutok Yonten Gonpo,g.yu thog yon tan mgon po,NULL,NULL
5313,P3006,,Sumton Yeshe Zung,,sum ston ye shes gzungs,སུམ་སྟོན་ཡེ་ཤེས་གཟུངས།,NULL,0,,46,NULL,0,,48,M,,Sumton Yeshe Zung,sum ston ye shes gzungs,NULL,NULL
5317,P301,Ganden Tripa,Ngawang Chopel,dga' ldan khri pa,ngag dbang chos 'phel,ངག་དབང་ཆོས་འཕེལ།,1760,0,,NULL,1839,0,,NULL,M,,"The Seventieth Ganden Tripa, Ngawang Chopel",dga' ldan khri pa 70 ngag dbang chos 'phel,70,NULL
5326,P3018,,Dorje Palam,,rdo rje pha lam,རྡོ་རྗེ་ཕ་ལམ།,NULL,0,,60,NULL,0,,63,M,,Dorje Palam,rdo rje pha lam,NULL,NULL
5328,P302,Tatsak Jedrung,Yeshe Lobzang Tenpai Gonpo,rta tshag rje drung,ye shes bstan pa'i mgon po,ཡེ་ཤེས་བསྟན་པའི་མགོན་པོ།,1760,0,,NULL,1810,0,,NULL,M,,"The Eighth Tatsak Jedrung, Yeshe Lobzang Tenpai Gonpo",rta tshag rje drung 08 ye shes bstan pa'i mgon po,8,NULL
5331,P3022,,Lobzang Gyatso,,blo bzang rgya mtsho,བློ་བཟང་རྒྱ་མཚོ།,1590,0,,NULL,NULL,0,,68,M,,Lobzang Gyatso,blo bzang rgya mtsho,NULL,NULL
5338,P303,,Ngawang Tendar,,ngag dbang bstan dar,ངག་དབང་བསྟན་དར།,1759,0,,NULL,NULL,0,,NULL,M,,Ngawang Tendar,ngag dbang bstan dar,NULL,NULL
5349,P304,Reting Rinpoche,Lobzang Yeshe Tenpa Rabgye,rwa sgreng rin po che,blo bzang ye shes bstan pa rab rgyas,བློ་བཟང་ཡེ་ཤེས་བསྟན་པ་རབ་རྒྱས།,1759,0,,NULL,1815,0,,NULL,M,,"The Second Reting Rinpoche, Lobzang Yeshe Tenpa Rabgye",rwa sgreng rin po che 02 blo bzang ye shes bstan pa rab rgyas,2,NULL
5360,P305,,Lobzang Gyeltsen Sengge,,blo bzang rgyal mtshan seng+ge,བློ་བཟང་རྒྱལ་མཚན་སེངྒེ།,1757,0,,NULL,1849,0,,NULL,M,,Lobzang Gyeltsen Sengge,blo bzang rgyal mtshan seng+ge,NULL,NULL
5371,P306,Ganden Tripa,Jangchub Chopel,dga' ldan khri pa,byang chub chos 'phel,བྱང་ཆུབ་ཆོས་འཕེལ།,1756,0,,NULL,1838,0,,NULL,M,,"The Sixty-Ninth Ganden Tripa, Jangchub Chopel",dga' ldan khri pa 69 byang chub chos 'phel,69,NULL
5381,P307,Ganden Tripa,Jamyang Monlam,dga' ldan khri pa,jam dbyangs smon lam,འཇམ་དབྱངས་སྨོན་ལམ།,1750,0,,NULL,1814,0,,NULL,M,,"The Sixty-Seventh Ganden Tripa, Jamyang Monlam",dga' ldan khri pa 67 'jam dbyangs smon lam,67,NULL
5386,P3074,,Tsurton Wanggi Dorje,,mtshur ston dbang gi rdo rje,མཚུར་སྟོན་དབང་གི་རྡོ་རྗེ།,NULL,0,,41,NULL,0,,NULL,M,,Tsurton Wanggi Dorje,mtshur ston dbang gi rdo rje,NULL,NULL
5401,P3088,,Mel Lotsāwa Lodro Drakpa,,mal lo tsA ba blo gros grags pa,མལ་ལོ་ཙཱ་བ་བློ་གྲོས་གྲགས་པ།,NULL,0,,41,NULL,0,,NULL,M,,Mel Lotsāwa Lodro Drakpa,mal lo tsA ba blo gros grags pa,NULL,NULL
5406,P3092,,Naza Drakpukpa Sonam Pel,,na bza' brag phug pa bsod nams dpal,ན་བཟའ་བྲག་ཕུག་པ་བསོད་ནམས་དཔལ།,1277,0,,NULL,1346,0,,NULL,M,,Naza Drakpukpa Sonam Pel,na bza' brag phug pa bsod nams dpal,NULL,NULL
5408,P3094,,Sharchen Yeshe Gyeltsen,,shar chen ye shes rgyal mtshan,ཤར་ཆེན་ཡེ་ཤེས་རྒྱལ་མཚན།,1359,0,,NULL,1406,0,,NULL,M,,Sharchen Yeshe Gyeltsen,shar chen ye shes rgyal mtshan,NULL,NULL
5410,P3096,,Lobzang Tsultrim Gyatso,,blo bzang tshul khrims rgya mtsho,བློ་བཟང་ཚུལ་ཁྲིམས་རྒྱ་མཚོ།,1841,0,,NULL,1907,0,,NULL,M,,Lobzang Tsultrim Gyatso,blo bzang tshul khrims rgya mtsho,NULL,NULL
5415,P310,Ganden Tripa,Ngawang Nyendrak,dga' ldan khri pa,ngag dbang snyan grags,ངག་དབང་སྙན་གྲགས།,1746,0,,NULL,1824,0,,NULL,M,,"The Sixty-Sixth Ganden Tripa, Ngawang Nyendrak",dga' ldan khri pa 66 ngag dbang snyan grags,66,NULL
5426,P311,,Lobzang Tsultrim,,blo bzang tshul khrims,བློ་བཟང་ཚུལ་ཁྲིམས།,1745,0,,NULL,1800,0,,NULL,M,,Lobzang Tsultrim,blo bzang tshul khrims,NULL,NULL
5432,P3116,Ganden Tripa,Peljor Gyatso,dga' ldan khri pa,dpal 'byor rgya mtsho,དཔལ་འབྱོར་རྒྱ་མཚོ།,1526,0,,NULL,1599,0,,NULL,M,,"The Twenty-Fifth Ganden Tripa, Peljor Gyatso",dga' ldan khri pa 25 dpal 'byor rgya mtsho,25,NULL
5436,P312,Rongpo Drubchen,Gendun Trinle Rabgye,rong po grub chen,dge 'dun 'phrin las rab rgyas,དགེ་འདུན་འཕྲིན་ལས་རབ་རྒྱས།,1740,0,,NULL,1794,0,,NULL,M,,"The Third Rongpo Drubchen, Gendun Trinle Rabgye",rong po grub chen 03 dge 'dun 'phrin las rab rgyas,3,NULL
5437,P3120,,Janglingpa Tashi Gyeltsen,,byang gling pa bkra shis rgyal mtshan,བྱང་གླིང་པ་བཀྲ་ཤིས་རྒྱལ་མཚན།,NULL,1,,57,NULL,0,,NULL,M,,Janglingpa Tashi Gyeltsen,byang gling pa bkra shis rgyal mtshan,NULL,NULL
5457,P314,,Jigme Lingpa,,jigs med gling pa,འཇིགས་མེད་གླིང་པ།,1730,0,,NULL,1798,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=705,Jigme Lingpa,jigs med gling pa,NULL,NULL
5461,P3143,,Ra Lotsāwa Dorje Drakpa,,rwa lo tsA ba rdo rje grags pa,རྭ་ལོ་ཙཱ་བ་རྡོ་རྗེ་གྲགས་པ།,1016,0,,NULL,1128,1,,NULL,M,,Ra Lotsāwa Dorje Drakpa,rwa lo tsA ba rdo rje grags pa,NULL,NULL
5479,P316,,Arik Geshe Jampa Gelek Gyeltsen,,a rig dge bshes byams pa dge legs rgyal mtshan,ཨ་རིག་དགེ་བཤེས་བྱམས་པ་དགེ་ལེགས་རྒྱལ་མཚན།,1728,0,,NULL,1803,0,,NULL,M,,Arik Geshe Jampa Gelek Gyeltsen,a rig dge bshes byams pa dge legs rgyal mtshan,NULL,NULL
5480,P3160,Ganden Tripa,Chokyong Gyatso,dga' ldan khri pa,chos skyong rgya mtsho,ཆོས་སྐྱོང་རྒྱ་མཚོ།,1473,0,,NULL,1539,0,,NULL,M,,"The Sixteenth Ganden Tripa, Chokyong Gyatso",dga' ldan khri pa 16 chos skyong rgya mtsho,16,NULL
5485,P3165,Ganden Tripa,Jampel Tsultrim,dga' ldan khri pa,jam dpal tshul khrims,འཇམ་དཔལ་ཚུལ་ཁྲིམས།,NULL,0,,71,NULL,0,,75,M,,"The Seventy-Second Ganden Tripa, Jampel Tsultrim",dga' ldan khri pa 72 'jam dpal tshul khrims,72,NULL
5490,P3170,Rongpo Drubchen,Lobzang Tenpai Gyeltsen,rong po grub chen,blo bzang bstan pa'i rgyal mtshan,བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།,1858,0,1859,NULL,1915,0,,NULL,M,,"The Sixth Rongpo Drubchen, Lobzang Tenpai Gyeltsen",rong po grub chen 06 blo bzang bstan pa'i rgyal mtshan,6,NULL
5500,P318,,Go Lotsāwa Zhonnu Pel,,gos lo tsA ba gzhon nu dpal,འགོས་ལོ་ཙཱ་བ་གཞོན་ནུ་དཔལ།,1392,0,,NULL,1481,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=976,Go Lotsāwa Zhonnu Pel,gos lo tsA ba gzhon nu dpal,NULL,NULL
5511,P319,Pawo,Tsuklak Trengwa,dpa' bo,gtsug lag 'phreng ba,གཙུག་ལག་འཕྲེང་བ།,1504,0,,NULL,1566,0,,NULL,M,,"The Second Pawo, Tsuklak Trengwa",dpa' bo 02 gtsug lag 'phreng ba,2,NULL
5527,P3203,,Niṣkalaṅka,,ni ska laM ka,ནི་སྐ་ལཾ་ཀ།,NULL,0,,46,NULL,0,,48,M,,Niṣkalaṅka,ni ska laM ka,NULL,NULL
5555,P3229,,Nartangpa Tsultrim Gyeltsen,,snar thang pa tshul khrims rgyal mtshan,སྣར་ཐང་པ་ཚུལ་ཁྲིམས་རྒྱལ་མཚན།,NULL,0,,49,NULL,0,,NULL,M,,Nartangpa Tsultrim Gyeltsen,snar thang pa tshul khrims rgyal mtshan,NULL,NULL
5588,P326,,Guru Chowang,,gu ru chos kyi dbang phyug,གུ་རུ་ཆོས་ཀྱི་དབང་ཕྱུག།,1212,0,,NULL,1270,0,,NULL,M,,Guru Chowang,gu ru chos kyi dbang phyug,NULL,NULL
5615,P3285,,Drokmi Śākya Yeshe,,brog mi shAkya ye shes,འབྲོག་མི་ཤཱཀྱ་ཡེ་ཤེས།,992,1,,NULL,1043,0,1072,NULL,M,,Drokmi Śākya Yeshe,brog mi shAkya ye shes,NULL,NULL
5626,P3296,,Buddhaśrī,,sangs rgyas dpal,སངས་རྒྱས་དཔལ།,1339,0,,NULL,1432,0,,NULL,M,,Buddhaśrī,sangs rgyas dpal,NULL,NULL
5641,P331,,Deumar Geshe Tendzin Puntsok,,de'u dmar dge bshes bstan 'dzin phun tshogs,དེའུ་དམར་དགེ་བཤེས་བསྟན་འཛིན་ཕུན་ཚོགས།,1672,0,,NULL,NULL,0,,NULL,M,,Deumar Geshe Tendzin Puntsok,de'u dmar dge bshes bstan 'dzin phun tshogs,NULL,NULL
5644,P3312,,Machik Labdron,,ma cig lab sgron,མ་ཅིག་ལབ་སྒྲོན།,1055,0,,NULL,1149,0,,NULL,F,,Machik Labdron,ma cig lab sgron,NULL,NULL
5652,P332,Ganden Tripa,Ngawang Tsultrim,dga' ldan khri pa,ngag dbang tshul khrims,ངག་དབང་ཚུལ་ཁྲིམས།,1721,0,,NULL,1791,0,,NULL,M,,"The Sixty-First Ganden Tripa, Ngawang Tsultrim",dga' ldan khri pa 61 ngag dbang tshul khrims,61,NULL
5693,P3357,,Umapa Tsondru Sengge,,dbu ma pa brtson 'grus seng ge,དབུ་མ་པ་བརྩོན་འགྲུས་སེང་གེ།,NULL,0,,55,NULL,0,,59,M,,Umapa Tsondru Sengge,dbu ma pa brtson 'grus seng ge,NULL,NULL
5706,P3369,Ganden Tripa,Tsultrim Dargye,dga' ldan khri pa,tshul khrims dar rgyas,ཚུལ་ཁྲིམས་དར་རྒྱས།,1632,0,,NULL,1701,1,,NULL,M,,"The Forty-Fifth Ganden Tripa, Tsultrim Dargye",dga' ldan khri pa 45 tshul khrims dar rgyas,45,NULL
5717,P3379,,Atiśa Dīpaṃkara,,a ti sha dI paM ka ra,ཨ་ཏི་ས་དཱི་པཾ་ཀ་ར།,982,0,,NULL,1055,1,,NULL,M,,Atiśa Dīpaṃkara,a ti sha dI paM ka ra,NULL,NULL
5729,P339,,Sumpa Khenpo Yeshe Peljor,,sum pa mkhan po ye shes dpal 'byor,སུམ་པ་མཁན་པོ་ཡེ་ཤེས་དཔལ་འབྱོར།,1704,0,,NULL,1788,0,,NULL,M,,Sumpa Khenpo Yeshe Peljor,sum pa mkhan po ye shes dpal 'byor,NULL,NULL
5750,P3408,,Bakton Zhonnu Tsultrim,,bag ston gzhon nu tshul khrims,བག་སྟོན་གཞོན་ནུ་ཚུལ་ཁྲིམས།,NULL,1,,50,NULL,0,,51,M,,Bakton Zhonnu Tsultrim,bag ston gzhon nu tshul khrims,NULL,NULL
5753,P3411,,Draktengpa Yonten Tsultrim,,brag steng pa yon tan tshul khrims,བྲག་སྟེང་པ་ཡོན་ཏན་ཚུལ་ཁྲིམས།,NULL,0,,41,NULL,0,,NULL,M,,Draktengpa Yonten Tsultrim,brag steng pa yon tan tshul khrims,NULL,NULL
5777,P3434,Ganden Tripa,Gendun Gyeltsen,dga' ldan khri pa,dge 'dun rgyal mtshan,དགེ་འདུན་རྒྱལ་མཚན།,1532,0,,NULL,1607,0,,NULL,M,,"The Twenty-Eighth Ganden Tripa, Gendun Gyeltsen",dga' ldan khri pa 28 dge 'dun rgyal mtshan,28,NULL
5786,P3442,,Potowa Rinchen Sel,,po to ba rin chen gsal,པོ་ཏོ་བ་རིན་ཆེན་གསལ།,1027,0,,NULL,1105,0,,NULL,M,,Potowa Rinchen Sel,po to ba rin chen gsal,NULL,NULL
5790,P3446,,Tumton Lodro Drakpa,,gtum ston blo gros grags pa,གཏུམ་སྟོན་བློ་གྲོས་གྲགས་པ།,1106,0,,NULL,1166,0,,NULL,M,,Tumton Lodro Drakpa,gtum ston blo gros grags pa,NULL,NULL
5791,P3447,,Chekhawa Yeshe Dorje,,chad kha ba ye shes rdo rje,འཆད་ཁ་བ་ཡེ་ཤེས་རྡོ་རྗེ།,1101,0,,NULL,1175,0,,NULL,M,,Chekhawa Yeshe Dorje,chad kha ba ye shes rdo rje,NULL,NULL
5795,P3450,,Shākya Yeshe,,shAkya ye shes,ཤཱཀྱ་ཡེ་ཤེས།,1354,0,,NULL,1435,0,,NULL,M,,Shākya Yeshe,shAkya ye shes,NULL,NULL
5796,P3451,Ganden Tripa,Jinpa Gyatso,dga' ldan khri pa,sbyin pa rgya mtsho,སྦྱིན་པ་རྒྱ་མཚོ།,1629,0,,NULL,1695,0,,NULL,M,,"The Forty-Sixth Ganden Tripa, Jinpa Gyatso",dga' ldan khri pa 46 sbyin pa rgya mtsho,46,NULL
5801,P3456,,Naktso Lotsāwa Tsultrim Gyelwa,,nag 'tsho lo tsA ba tshul khrims rgyal ba,ནག་འཚོ་ལོ་ཙཱ་བ་ཚུལ་ཁྲིམས་རྒྱལ་བ།,1011,0,,NULL,1064,0,,NULL,M,,Naktso Lotsāwa Tsultrim Gyelwa,nag 'tsho lo tsA ba tshul khrims rgyal ba,NULL,NULL
5803,P3458,,Go Khukpa Lhetse,,gos khug pa lhas btsas,འགོས་ཁུག་པ་ལྷས་བཙས།,NULL,0,,42,NULL,0,,44,M,,Go Khukpa Lhetse,gos khug pa lhas btsas,NULL,NULL
5805,P346,,Polhane Sonam Tobgye,,pho lha nas bsod nams stobs rgyas,ཕོ་ལྷ་ནས་བསོད་ནམས་སྟོབས་རྒྱས།,1689,0,,NULL,1747,0,,NULL,M,,Polhane Sonam Tobgye,pho lha nas bsod nams stobs rgyas,NULL,NULL
5817,P3470,,Lhodrak Namkha Gyelpo,,lho brag nam mkha' rgyal po,ལྷོ་བྲག་ནམ་མཁའ་རྒྱལ་པོ།,NULL,0,,52,NULL,0,,54,M,,Lhodrak Namkha Gyelpo,lho brag nam mkha' rgyal po,NULL,NULL
5818,P3471,,Lhodrak Sengge Zangpo,,lho brag seng+ge bzang po,ལྷོ་བྲག་སེངྒེ་བཟང་པོ།,NULL,0,,52,NULL,0,,54,M,,Lhodrak Sengge Zangpo,lho brag seng+ge bzang po,NULL,NULL
5819,P3472,,Lhodrak Gyelse Zangpo,,lho brag rgyal sras bzang po,ལྷོ་བྲག་རྒྱལ་སྲས་བཟང་པོ།,NULL,0,,52,1356,0,,NULL,M,,Lhodrak Gyelse Zangpo,lho brag rgyal sras bzang po,NULL,NULL
5820,P3473,,Chennga Tsultrim Bar,,spyan snga tshul khrims 'bar,སྤན་སྔ་ཚུལ་ཁྲིམས་འབར།,1038,0,,NULL,1103,0,,NULL,M,,Chennga Tsultrim Bar,spyan snga tshul khrims 'bar,NULL,NULL
5822,P3475,,Jayulwa Zhonnu Wo,,bya yul ba gzhon nu 'od,བྱ་ཡུལ་བ་གཞོན་ནུ་འོད།,1075,0,,NULL,1138,0,,NULL,M,,Jayulwa Zhonnu Wo,bya yul ba gzhon nu 'od,NULL,NULL
5824,P3477,,Tsakho Ngawang Drakpa,,tsha kho ngag dbang grags pa,ཚ་ཁོ་ངག་དབང་གྲགས་པ།,1365,0,,NULL,NULL,0,,NULL,M,,Tsakho Ngawang Drakpa,tsha kho ngag dbang grags pa,NULL,NULL
5849,P35,,Jamyang Choje Tashi Pelden,,jam dbyangs chos rje bkra shis dpal ldan,འཇམ་དབྱངས་ཆོས་རྗེ་བཀྲ་ཤིས་དཔལ་ལྡན།,1379,0,,NULL,1449,0,,NULL,M,,Jamyang Choje Tashi Pelden,jam dbyangs chos rje bkra shis dpal ldan,NULL,NULL
5858,P3507,NULL,Gorumpa Kunga Lekpa,NULL,sgo rum pa kun dga' legs pa,སྒོ་རུམ་པ་ཀུན་དགའ་ལེགས་པ།,1477,0,NULL,NULL,1544,0,NULL,NULL,M,,Gorumpa Kunga Lekpa,sgo rum pa kun dga' legs pa,NULL,NULL
5871,P352,Dalai Lama,Tsangyang Gyatso,ta la'i bla ma,ta la'i bla ma 06 tshangs dbyangs rgya mtsho,ཏ་ལའི་བླ་མ ༠༦ ཚངས་དབྱངས་རྒྱ་མཚོ།,1683,0,,NULL,1706,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=968,"The Sixth Dalai Lama, Tsangyang Gyatso",ta la'i bla ma 06 ta la'i bla ma 06 tshangs dbyangs rgya mtsho,6,NULL
5889,P3537,,Ngawang Tendzin,,ngag dbang bstan 'dzin,ངག་དབང་བསྟན་འཛིན།,1696,0,,NULL,1762,0,,NULL,M,,Ngawang Tendzin,ngag dbang bstan 'dzin,NULL,NULL
5894,P3542,,Tubten Lhundrub,,thub bstan lhun grub,ཐུབ་བསྟན་ལྷུན་གྲུབ།,1906,0,,NULL,1955,0,,NULL,M,,Tubten Lhundrub,thub bstan lhun grub,NULL,NULL
5897,P3546,,Amdo Geshe Jampel Rolpai Lodro,,a mdo dge bshes 'jam dpal rol pa'i blo gros,ཨ་མདོ་དགེ་བཤེས་འཇམ་དཔལ་རོལ་པའི་བློ་གྲོས།,1888,0,,NULL,1936,0,,NULL,M,,Amdo Geshe Jampel Rolpai Lodro,a mdo dge bshes 'jam dpal rol pa'i blo gros,NULL,NULL
5899,P3548,Tukwan,Lobzang Rabten,thu'u bkwan,blo bzang rab brtan,བློ་བཟང་རབ་བརྟན།,NULL,0,,NULL,1679,0,,NULL,M,,"The First Tukwan, Lobzang Rabten",thu'u bkwan 01 blo bzang rab brtan,1,NULL
5901,P355,Ganden Tripa,Gendun Tsultrim,dga' ldan khri pa,dge 'dun tshul khrims,དགེ་འདུན་ཚུལ་ཁྲིམས།,1744,0,,NULL,1807,0,,NULL,M,,"The Sixty-Fifth Ganden Tripa, Gendun Tsultrim",dga' ldan khri pa 65 dge 'dun tshul khrims,65,NULL
5902,P3550,Tukwan,Shedrub Gyatso,thu'u bkwan,bshad sgrub rgya mtsho,བཤད་སྒྲུབ་རྒྱ་མཚོ།,1839,0,,NULL,1894,0,,NULL,M,,"The Sixth Tukwan, Shedrub Gyatso",thu'u bkwan 06 bshad sgrub rgya mtsho,6,NULL
5910,P3558,Lingtrul,Konchok Gyepai Lodro,gling sprul,dkon mchog dgyes pa'i blo gros,དཀོན་མཆོག་དགྱེས་པའི་བློ་གྲོས།,1773,0,,NULL,1837,1,,NULL,M,,"The Second Lingtrul, Konchok Gyepai Lodro",gling sprul 02 dkon mchog dgyes pa'i blo gros,2,NULL
5924,P3572,Tai Situ,Chokyi Gyeltsen,ta'i si tu,chos kyi rgyal mtshan,ཆོས་ཀྱི་རྒྱལ་མཚན།,1377,0,,NULL,1448,0,,NULL,M,,"The First Tai Situ, Chokyi Gyeltsen",ta'i si tu 01 chos kyi rgyal mtshan,1,NULL
5926,P3574,Tai Situ,Tashi Peljor,ta'i si tu,bkra shis dpal 'byor,བཀྲ་ཤིས་དཔལ་འབྱོར།,1498,0,,NULL,1541,0,,NULL,M,,"The Third Tai Situ, Tashi Peljor",ta'i si tu 03 bkra shis dpal 'byor,3,NULL
5927,P3575,Tai Situ,Chokyi Gyeltsen,ta'i si tu,chos kyi rgyal mtshan,ཆོས་ཀྱི་རྒྱལ་མཚན།,1560,0,1586,NULL,1632,0,1657,NULL,M,,"The Fifth Tai Situ, Chokyi Gyeltsen",ta'i si tu 05 chos kyi rgyal mtshan,5,NULL
5928,P3576,Tai Situ,Mutruk Chokyi Gocha,ta'i si tu,mi 'khrugs chos kyi go cha,མི་འཁྲུགས་ཆོས་ཀྱི་གོ་ཆ།,1542,0,,NULL,1585,0,,NULL,M,,"The Fourth Tai Situ, Mutruk Chokyi Gocha",ta'i si tu 04 mi 'khrugs chos kyi go cha,4,NULL
5932,P358,Ganden Tripa,Lobzang Gelek,dga' ldan khri pa,blo bzang dge legs,བློ་བཟང་དགེ་ལེགས།,1757,0,,NULL,1816,0,,NULL,M,,"The Sixty-Eighth Ganden Tripa, Lobzang Gelek",dga' ldan khri pa 68 blo bzang dge legs,68,NULL
5953,P3599,Ganden Tripa,Chodrak Zangpo,dga' ldan khri pa,chos grags bzang po,ཆོས་གྲགས་བཟང་པོ།,1493,0,,NULL,1559,0,,NULL,M,,"The Twentieth Ganden Tripa, Chodrak Zangpo",dga' ldan khri pa 20 chos grags bzang po,20,NULL
5977,,,no [delete],,no [delete],NULL,1451,0,,NULL,1514,0,,NULL,M,,no [delete],no [delete],NULL,NULL
5985,P3627,,Chakpa Chopel,,chags pa chos 'phel,ཆགས་པ་ཆོས་འཕེལ།,NULL,0,,68,NULL,0,,71,M,,Chakpa Chopel,chags pa chos 'phel,NULL,NULL
5997,P3638,,Pelchen Chokyi Yeshe,,dpal chen chos kyi ye shes,དཔལ་ཆེན་ཆོས་ཀྱི་ཡེ་ཤེས།,NULL,0,,48,NULL,0,,49,M,,Pelchen Chokyi Yeshe,dpal chen chos kyi ye shes,NULL,NULL
5999,P364,,Nyangrel Nyima Wozer,,nyang ral nyi ma 'od zer,ཉང་རལ་ཉི་མ་འོད་ཟེར།,1124,0,1136,NULL,1192,0,1204,NULL,M,,Nyangrel Nyima Wozer,nyang ral nyi ma 'od zer,NULL,NULL
6009,P3649,,Depa Trinle Gyatso,,sde pa 'phrin las rgya mtsho,སྡེ་པ་འཕྲིན་ལས་རྒྱ་མཚོ།,NULL,0,,64,1668,0,,NULL,M,,Depa Trinle Gyatso,sde pa 'phrin las rgya mtsho,NULL,NULL
6010,P365,,Namkha Pel,,nam mkha' dpal,ནམ་མཁའ་དཔལ།,NULL,0,,45,NULL,0,,49,M,,Namkha Pel,nam mkha' dpal,NULL,NULL
6025,P3663,,Jigme Gyeltsen,,jigs med rgyal mtshan,འཇིགས་མེད་རྒྱལ་མཚན།,1773,0,,NULL,1850,0,,NULL,M,,Jigme Gyeltsen,jigs med rgyal mtshan,NULL,NULL
6037,P3674,,Ga Lotsāwa Zhonnu Pel,,rgwa lo tsA ba gzhon nu dpal,རྒྭ་ལོ་ཙཱ་བ་གཞོན་ནུ་དཔལ།,1105,0,1110,NULL,1198,0,1202,NULL,M,,Ga Lotsāwa Zhonnu Pel,rgwa lo tsA ba gzhon nu dpal,NULL,NULL
6045,P3681,Setsang,Ngawang Jamyang Tashi,bse tshang,ngag dbang 'jam dbyangs bkra shis,ངག་དབང་འཇམ་དབྱངས་བཀྲ་ཤིས།,1739,0,,NULL,1813,0,,NULL,M,,"The Second Setsang, Ngawang Jamyang Tashi",bse tshang 02 ngag dbang 'jam dbyangs bkra shis,2,NULL
6065,P37,Dalai Lama,Ngawang Lobzang Gyatso,ta la'i bla ma,ngag dbang blo bzang rgya mtsho,ངག་དབང་བློ་བཟང་རྒྱ་མཚོ།,1617,0,,NULL,1682,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=540,"The Fifth Dalai Lama, Ngawang Lobzang Gyatso",ta la'i bla ma 05 ngag dbang blo bzang rgya mtsho,5,NULL
6076,P3709,,Pakpa Sherab,,phags pa shes rab,འཕགས་པ་ཤེས་རབ།,1020,0,,NULL,NULL,0,,NULL,M,,Pakpa Sherab,phags pa shes rab,NULL,NULL
6099,P373,Amdo Zhamar,Ngawang Tendzin Gyatso,a mdo zhwa dmar,ngag dbang bstan 'dzin rgya mtsho,ངག་དབང་བསྟན་འཛིན་རྒྱ་མཚོ།,1807,0,,NULL,1848,0,,NULL,M,,"The Third Amdo Zhamar, Ngawang Tendzin Gyatso",a mdo zhwa dmar 03 ngag dbang bstan 'dzin rgya mtsho,3,NULL
6100,P3730,,Khon Konchok Gyelpo,,khon dkon mchog rgyal po,འཁོན་དཀོན་མཆོག་རྒྱལ་པོ།,1034,0,,NULL,1102,0,,NULL,M,,Khon Konchok Gyelpo,khon dkon mchog rgyal po,NULL,NULL
6110,P374,Gungtang,Konchok Tenpai Gyatso,gung thang,dkon mchog bstan pa'i rgya mtsho,དཀོན་མཆོག་བསྟན་པའི་རྒྱ་མཚོ།,1824,0,,NULL,1859,0,,NULL,M,,"The Fourth Gungtang, Konchok Tenpai Gyatso",gung thang 04 dkon mchog bstan pa'i rgya mtsho,4,NULL
6122,P3750,,Trulzhik Tsultrim Gyeltsen,,tshul khrims rgyal mtshan,ཚུལ་ཁྲིམས་རྒྱལ་མཚན།,1399,0,,NULL,1473,0,,NULL,M,,Trulzhik Tsultrim Gyeltsen,tshul khrims rgyal mtshan,NULL,NULL
6134,P3762,,Tsondru Sengge,,brtson 'grus seng+ge,བརྩོན་འགྲུས་སེངྒེ།,1186,0,,NULL,1247,0,,NULL,M,,Tsondru Sengge,brtson 'grus seng+ge,NULL,NULL
6138,P3766,,Sonam Pel,,bsod nams dpal,བསོད་ནམས་དཔལ།,1217,0,,NULL,1277,0,,NULL,M,,Sonam Pel,bsod nams dpal,NULL,NULL
6147,P3774,,Khenpo Zopa,,mkhan po bzod pa,མཁན་པོ་བཟོད་པ།,NULL,0,,45,NULL,0,,48,M,,Khenpo Zopa,mkhan po bzod pa,NULL,NULL
6159,P3785,,Parpuwa Lodro Sengge,,spar phu ba blo gros seng+ge,སྤར་ཕུ་བ་བློ་གྲོས་སེངྒེ།,NULL,0,,45,NULL,0,,48,M,,Parpuwa Lodro Sengge,spar phu ba blo gros seng+ge,NULL,NULL
